annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_celsius,river_discharge_cusecs,soil_moisture_percent,flood
2388.0,1848.4,5.89,68.3,30.7,2064.6,58.2,1
3795.9,2231.1,5.25,79.4,25.1,3624.9,62.1,1
1785.5,944.0,13.28,54.5,30.2,1917.3,48.9,0
1854.9,1129.8,11.56,73.5,30.8,2049.3,52.3,0
1795.0,1050.7,10.13,72.6,28.5,812.6,61.2,0
1838.9,1126.7,12.58,65.2,33.7,2293.6,56.6,0
1785.7,1120.5,12.61,65.4,23.5,1592.7,59.7,0
2972.9,1591.5,9.44,72.0,25.1,2337.1,61.6,0
3123.3,2208.5,5.37,79.4,27.8,3209.4,65.5,1
1829.0,1371.2,9.24,70.6,30.5,2336.2,56.5,0
1659.0,1119.1,11.23,70.0,27.7,2090.7,54.5,0
2506.4,1735.8,8.21,73.1,32.1,2937.6,66.8,0
1841.1,1190.3,11.94,72.7,24.4,2232.7,49.5,0
2611.4,1977.5,5.29,78.9,22.4,3047.7,70.0,1
2331.9,1560.0,6.91,69.0,28.2,2574.8,53.7,1
1214.8,830.1,12.16,70.8,26.7,1210.4,39.3,0
3205.9,2124.0,6.3,71.4,29.2,2929.7,63.1,1
3367.3,2377.0,5.15,80.5,26.9,3739.9,74.7,1
1801.7,1128.4,8.12,72.2,25.6,2161.7,44.1,0
1948.0,1322.4,10.07,65.8,26.7,2370.2,52.2,0
2385.8,1667.3,8.67,74.8,27.1,2429.8,66.7,0
2417.4,1622.9,9.89,75.5,25.8,2801.8,54.3,1
2628.1,1614.1,9.05,68.4,26.2,2169.3,57.2,1
3506.6,2246.8,6.38,79.2,25.4,3631.7,72.6,1
2085.0,1422.6,11.43,69.8,30.4,2200.0,58.2,0
1681.1,1078.8,8.99,64.0,27.8,2353.7,47.2,0
1303.4,747.4,13.0,74.7,36.0,977.9,48.7,0
1724.9,1260.8,7.77,65.0,27.6,2605.0,57.2,0
2178.5,1128.0,9.51,72.4,24.8,1801.6,58.0,0
3366.5,2542.1,3.65,80.8,37.7,3563.8,77.2,1
1863.6,1252.1,11.48,63.3,28.7,2123.6,50.4,0
2345.5,1473.5,9.38,71.6,31.0,2132.7,53.5,1
2189.3,1482.5,9.42,74.5,29.4,2331.4,59.6,1
2972.5,1894.2,6.24,80.3,29.5,2646.5,63.3,1
3842.5,2764.8,4.18,93.1,29.1,3745.6,78.4,1
1854.9,1190.6,9.39,82.7,22.6,2134.3,49.6,0
1881.9,1391.4,10.36,71.5,28.5,1968.8,52.0,0
2878.7,1886.7,6.44,72.3,21.7,2627.9,66.6,1
2643.2,1324.1,12.03,71.7,26.3,1743.3,46.4,1
3400.4,1998.3,4.99,75.5,24.1,2846.7,69.3,1
2579.6,1631.2,7.67,77.5,28.4,2932.5,64.6,1
1966.5,1422.4,12.18,64.1,28.3,2024.2,53.2,0
2583.9,1928.5,7.12,87.9,28.9,2691.1,77.7,1
2920.7,1851.2,6.09,79.5,28.1,2872.2,64.8,1
2733.3,1645.1,9.16,64.6,24.6,2445.1,51.5,1
2529.7,1390.1,9.07,66.7,26.0,2906.0,54.4,0
2893.3,2013.1,6.2,81.1,30.7,2967.6,68.1,1
2960.0,1987.5,5.9,82.6,31.3,3085.0,70.0,1
3098.4,1897.0,12.04,69.4,22.4,3154.3,64.0,1
2621.7,1668.4,8.37,76.8,20.9,2862.9,55.2,1
2091.4,1378.1,6.94,60.3,24.1,2292.6,49.3,0
2295.4,1806.4,10.47,74.3,31.2,2709.6,59.9,1
2984.2,1771.6,9.27,79.9,31.9,3321.7,59.9,1
1669.0,979.4,10.18,63.0,23.3,1694.4,41.6,0
2439.6,1593.3,7.63,64.9,28.2,2359.1,55.5,1
1944.3,1317.7,11.07,70.1,34.3,1953.3,58.7,0
2218.7,1413.3,9.33,67.4,28.7,1748.6,66.4,0
3031.0,2039.2,4.46,80.5,32.7,3295.5,72.8,1
2324.2,1759.3,11.08,69.8,31.0,1994.7,70.8,1
2230.2,1373.2,9.2,66.2,23.4,2214.7,61.6,0
1316.1,896.3,13.88,54.7,26.2,1558.9,51.8,0
2685.1,1914.2,9.74,76.8,27.1,3564.7,63.9,1
2619.6,1649.2,7.31,72.2,27.4,2012.0,61.8,1
3606.1,2183.9,8.36,72.9,30.7,2959.5,68.4,1
1999.9,1154.2,9.69,68.6,28.6,1902.0,50.3,0
2342.4,1650.8,6.01,78.2,15.3,2504.3,61.4,1
2362.1,1650.7,8.17,72.0,21.7,2398.5,65.2,0
3225.3,1958.9,8.25,77.8,18.3,2924.3,69.3,1
2138.1,1285.7,9.48,70.4,27.7,1729.3,53.1,0
2381.4,1790.8,7.82,68.6,28.0,2845.7,63.9,1
2595.1,1666.9,10.46,83.5,28.1,1887.1,63.9,1
2321.3,1726.5,8.69,71.5,23.2,2650.3,66.4,0
1909.8,1292.6,8.89,72.4,29.7,1935.6,45.1,0
2326.2,1427.1,10.7,74.5,29.9,2588.8,50.3,0
2897.9,1640.9,9.14,72.2,22.0,3077.7,67.4,0
1532.8,897.4,7.85,67.8,21.1,1522.5,46.5,0
2286.4,1233.1,11.02,69.7,27.0,2458.7,50.6,1
1744.9,1043.6,11.67,59.3,34.2,1709.7,48.0,0
2976.8,2355.8,6.2,79.1,33.8,3155.0,72.6,1
1209.9,831.9,13.22,61.0,29.3,2063.6,48.9,0
1836.7,1253.9,9.29,66.4,24.1,2223.6,46.9,0
2445.2,1602.9,9.49,66.0,30.5,2505.0,60.2,1
3217.6,1907.8,5.5,81.5,25.2,3090.9,67.2,1
2157.3,1268.0,10.86,76.9,23.9,2167.3,56.2,0
1839.1,1134.9,13.67,72.3,18.4,1897.9,52.6,0
3422.8,2599.8,3.76,89.8,27.4,3351.8,81.8,1
1258.8,689.2,11.28,60.8,24.5,1280.4,39.5,0
770.8,306.2,12.79,55.2,27.4,1069.7,30.1,0
2486.0,1580.5,9.27,68.4,17.8,2438.7,74.4,1
1873.7,1090.9,9.31,70.2,27.7,2134.4,48.6,0
1536.2,933.5,12.13,66.3,17.3,1781.9,46.4,0
2660.4,1620.9,10.19,72.3,31.4,2262.7,64.5,1
2358.5,1751.2,9.23,80.6,29.1,2293.3,72.4,1
1833.3,1184.2,7.91,70.0,25.9,1933.1,48.9,0
1367.8,528.3,14.51,56.6,29.3,1003.2,33.9,0
2767.1,2189.6,8.2,75.5,23.1,3337.9,63.6,1
2622.6,1467.3,10.74,74.5,27.3,2118.6,67.1,1
2135.5,1300.4,10.68,74.4,30.2,1940.8,48.2,0
3400.3,1991.1,7.86,79.5,14.6,3304.8,67.2,1
1504.4,842.6,13.39,73.7,25.2,1597.7,39.9,0
1208.4,737.1,15.0,71.2,26.9,1210.6,35.1,0
1750.3,1389.0,8.36,72.4,26.2,2241.5,54.3,1
2170.4,1193.1,12.14,63.9,32.8,2405.0,46.7,0
2358.2,1579.4,8.95,65.7,22.5,2562.4,55.5,1
2043.2,1532.0,9.06,69.8,24.5,2592.9,70.8,1
2428.8,1669.0,6.44,77.0,19.3,2360.6,63.8,1
1386.5,1280.4,9.77,78.1,33.0,2408.4,59.6,0
3138.4,2206.3,5.23,81.2,26.0,3953.3,76.3,1
2146.6,1299.8,9.43,75.1,25.2,1887.3,53.8,1
2926.2,2052.1,5.66,76.2,26.8,2710.5,65.8,1
2422.8,1703.8,7.94,76.7,29.5,2682.4,63.4,0
2496.9,1866.2,7.39,79.5,28.4,3095.4,66.0,1
2570.3,1615.6,9.09,62.8,37.6,2492.0,56.9,1
2491.0,2018.5,5.01,75.0,28.8,2707.1,68.6,1
2617.8,1775.8,6.17,79.2,25.1,2687.2,59.1,1
3063.9,1668.0,9.29,74.6,24.8,2764.4,60.2,1
2327.7,1468.9,8.3,65.1,25.4,2214.0,55.5,0
2660.9,2065.7,8.87,65.4,21.0,3264.3,61.1,1
2141.7,1712.3,8.92,71.9,27.2,2989.8,48.0,1
3136.1,1799.2,9.16,74.3,30.1,2821.1,58.1,1
1760.3,1375.1,11.96,65.6,24.5,2210.4,66.6,1
3370.6,1923.8,7.32,76.8,23.8,3153.6,64.2,1
2173.9,1145.5,9.84,70.1,33.1,1675.0,56.1,0
1270.0,766.4,13.43,66.7,21.3,1171.5,31.6,0
2283.3,1349.3,10.7,58.0,18.7,2106.6,49.2,0
1757.3,1264.4,9.98,62.3,22.4,1933.0,45.6,0
2746.4,1778.7,10.42,72.9,20.8,2482.4,62.1,1
1775.8,1217.2,10.12,71.2,28.5,2570.7,67.4,0
1910.0,1067.4,11.05,69.1,25.6,2485.8,52.8,0
971.8,588.9,12.82,63.8,26.1,1130.0,51.2,0
1906.0,1029.1,9.74,64.3,31.6,1813.9,47.8,0
624.5,359.0,13.77,57.3,24.2,892.4,44.9,0
1170.5,642.5,14.69,58.4,30.1,1635.3,54.5,0
2694.3,1562.9,9.81,75.9,33.0,2845.3,58.6,1
2710.8,1795.9,8.31,70.0,25.2,2211.7,60.4,1
2476.5,1515.5,9.07,75.8,29.9,2537.2,50.5,1
1571.5,943.6,11.96,66.4,26.0,1287.5,45.8,0
2169.0,1509.2,10.47,71.3,30.7,2913.9,58.8,1
2197.7,1453.4,10.46,67.6,20.7,2448.8,69.4,0
1447.1,971.4,10.86,58.8,20.4,1467.2,40.4,0
3177.2,2394.3,6.51,77.9,25.4,3420.5,75.3,1
2770.3,1582.0,9.79,70.7,23.4,2390.8,48.8,1
2056.4,1012.5,9.69,54.2,24.9,1923.1,46.4,0
2217.5,1730.6,8.76,72.9,26.1,2975.8,64.3,1
2335.4,1063.4,7.77,71.3,29.9,1484.8,53.0,0
872.9,503.8,13.83,63.3,25.4,1681.4,43.0,0
2039.3,1500.7,10.36,68.9,23.7,2857.6,60.5,0
1756.7,893.4,12.77,65.0,25.6,1354.1,50.2,0
1548.9,665.0,11.91,59.5,23.9,1353.1,42.7,0
2017.3,1245.6,10.79,69.4,23.3,2570.2,47.1,1
3368.5,2043.0,9.47,85.0,20.5,3423.6,57.2,1
2616.5,1906.3,9.97,80.7,27.3,2781.9,62.5,1
1828.7,989.6,11.25,68.4,24.7,1981.3,47.7,0
2572.2,1533.0,9.46,69.3,30.9,3315.4,66.3,1
3109.6,2442.7,7.51,85.5,21.2,3584.9,75.2,1
2801.0,1861.5,5.77,66.9,24.8,2637.1,63.7,1
2238.8,1569.5,8.63,70.9,34.3,2513.6,61.7,0
1779.5,896.4,13.64,67.7,23.2,1694.4,45.2,0
2653.8,1402.4,11.2,74.0,26.1,2095.7,61.2,0
2455.8,1768.7,8.92,77.7,22.1,2843.4,75.0,1
2781.9,1636.4,6.6,74.4,21.6,2169.1,73.8,1
2612.9,1863.8,7.94,74.4,33.2,2630.0,65.5,1
2882.2,1816.8,7.3,77.6,27.7,2998.5,66.1,1
1852.1,1487.9,9.92,66.5,27.5,1833.4,67.4,0
3056.3,1668.5,7.53,69.0,20.2,2856.5,60.4,0
2328.4,1650.8,7.27,73.4,28.4,1959.9,65.0,1
3548.9,2541.0,2.37,83.7,31.6,3156.8,70.8,1
1752.0,1298.9,11.96,60.1,31.6,1973.9,52.5,0
3328.4,2544.6,4.86,85.1,29.7,3766.8,84.6,1
2328.6,1671.1,8.97,77.1,22.5,2986.5,57.0,1
1776.6,1539.6,9.22,71.5,28.3,2441.8,58.1,1
1885.5,939.5,9.88,77.1,29.7,1600.4,38.2,0
1991.8,1146.9,8.81,64.1,19.8,2107.5,63.5,0
2475.7,1489.5,7.91,69.5,22.5,2100.7,65.5,0
2539.8,1641.2,7.76,71.0,30.6,2593.3,61.9,1
1827.1,1300.8,10.67,68.8,30.5,1766.1,57.4,0
2184.2,1436.2,8.42,69.1,20.8,2320.1,59.3,0
3592.5,1920.1,10.42,69.0,30.2,2861.1,74.3,1
3322.9,2388.1,7.59,78.4,27.4,3243.8,71.7,1
2483.6,1539.8,10.44,71.4,30.1,2474.3,63.3,1
2224.7,1128.6,10.59,73.5,24.5,1958.4,57.6,0
2278.0,1481.8,11.71,82.2,29.6,2704.9,65.1,1
2598.8,1652.5,8.48,79.8,30.4,2083.9,47.4,1
1535.2,991.6,11.23,62.0,25.6,1716.7,45.0,0
2032.7,1272.1,10.48,65.4,27.1,1862.0,47.7,0
1115.4,745.3,13.26,62.4,24.4,1692.6,44.9,0
2459.5,1635.8,9.82,81.8,33.6,2771.0,48.6,1
2620.7,1332.9,9.29,68.8,26.5,2318.5,42.7,1
1885.9,1285.2,9.38,62.4,23.3,1895.4,67.1,0
3223.1,1867.2,8.96,72.9,24.1,3099.6,68.7,1
1403.3,822.6,12.99,67.8,27.5,1069.2,46.1,0
1248.2,657.2,11.95,65.6,30.0,800.9,44.5,0
2345.9,1694.7,6.26,72.5,21.7,2235.7,62.7,1
2880.6,2194.3,6.46,82.4,34.4,3232.8,77.1,1
3294.6,2106.7,8.04,66.7,28.2,3336.0,65.7,1
1901.7,1222.8,13.12,68.9,28.9,1135.7,54.0,0
2901.1,1689.7,6.87,77.8,26.6,3008.9,63.0,1
2175.0,1403.6,9.1,66.2,27.1,2293.9,50.0,1
2087.8,1491.5,8.82,67.1,26.4,1894.1,65.6,0
2774.4,1626.1,10.94,63.5,31.1,2562.9,57.8,1
2624.0,1896.6,7.84,83.7,27.0,3198.6,71.7,1
1175.3,660.2,11.16,58.6,30.1,1505.1,43.1,0
3159.8,2141.5,7.81,79.6,25.3,3506.6,80.0,1
3097.1,1979.5,6.97,79.7,27.8,2564.5,60.9,0
1793.4,1308.2,8.26,76.9,23.8,2011.0,48.0,0
2457.3,1438.2,8.27,70.0,31.9,2020.4,51.5,0
2521.1,1549.0,11.79,69.2,23.7,2951.5,59.8,0
2369.4,1571.3,9.68,73.1,25.7,2655.9,68.7,0
1842.3,1126.0,10.94,73.7,25.7,2761.7,60.7,0
1763.4,1273.2,9.85,68.1,25.6,1951.3,40.0,0
2183.4,1465.1,9.94,66.3,29.9,2114.0,59.0,1
2962.3,2056.4,7.71,69.8,25.7,3027.7,49.3,1
2553.3,1880.0,8.39,69.5,32.6,3263.6,70.0,1
1959.1,1410.7,9.88,74.8,23.7,2153.6,63.2,1
2701.6,1457.1,10.84,69.3,27.7,2358.7,57.1,0
400.0,307.9,13.88,55.3,23.9,913.9,36.3,0
2946.7,1707.8,7.13,70.1,28.7,2646.6,62.5,0
1069.2,904.1,10.69,65.3,26.9,1434.4,42.2,0
1964.4,1382.6,6.85,68.9,26.4,2187.1,58.5,0
1472.2,797.5,15.0,62.4,31.8,1442.8,43.6,0
1358.5,833.8,13.17,70.9,24.4,1539.9,51.2,0
2954.5,1792.0,7.03,82.3,29.3,3023.1,62.9,1
1896.0,1009.9,10.79,58.0,23.9,2290.6,43.8,0
2425.2,1237.3,9.4,70.2,27.5,1794.5,44.0,0
2169.5,1294.8,12.46,65.3,22.2,2000.9,43.1,0
2510.1,1460.6,7.39,69.7,24.3,2078.3,65.3,1
2249.9,1211.0,10.63,69.8,26.7,2069.8,50.0,0
1366.1,893.2,11.49,63.7,34.3,1455.0,48.8,0
2847.6,1969.1,8.86,77.7,27.4,3033.3,77.6,1
1879.1,1358.4,9.75,73.2,33.6,2529.1,52.1,0
1188.2,511.7,10.44,62.1,27.9,381.9,35.8,0
1921.7,1358.3,9.53,66.6,25.5,2345.4,54.7,0
3175.5,1710.1,7.13,70.6,33.2,2499.6,62.2,1
2752.6,1880.4,8.07,68.4,28.7,2988.6,76.6,1
1973.4,1495.6,11.54,67.1,24.4,2100.5,67.4,0
1973.0,1048.5,8.46,76.3,28.9,2169.5,53.4,0
1990.9,1046.8,9.87,62.5,25.8,2082.5,58.3,0
3549.9,2524.5,4.7,76.6,19.0,3826.1,76.3,1
2448.3,1244.1,9.76,70.2,30.7,2293.1,55.1,1
2479.5,1743.2,9.57,73.5,31.4,2455.3,60.9,1
2869.7,1560.1,8.89,71.1,34.4,2264.3,51.5,1
2355.2,1736.8,9.11,81.0,28.7,2896.8,69.8,1
2031.6,1114.0,9.88,69.9,26.0,1662.2,54.1,0
2072.4,1088.6,11.26,64.3,30.3,2294.5,50.5,0
2153.5,1266.3,11.42,66.7,30.4,1985.7,53.7,0
2175.8,1181.0,9.47,65.4,33.6,2126.8,43.1,0
2673.0,1535.1,10.42,76.2,26.8,3048.6,52.9,0
2233.8,1384.1,9.89,68.6,26.3,2018.2,58.0,0
2676.2,1466.9,11.07,62.1,24.1,2354.2,54.3,0
2147.5,1324.0,9.73,69.2,29.1,2471.3,53.5,0
2251.1,1232.8,10.95,60.8,20.8,2326.4,52.5,0
901.2,507.5,13.04,71.5,30.1,1036.0,35.4,0
2795.6,1520.8,9.15,66.8,29.4,2245.9,52.7,1
2425.2,1640.5,9.24,72.1,29.3,2480.6,51.1,1
2848.7,1492.1,10.21,72.6,27.6,2799.5,57.1,1
400.0,341.7,11.84,57.3,33.1,843.4,40.1,0
3557.4,2513.5,7.72,81.0,30.5,3665.3,67.3,1
2109.3,1170.4,7.82,69.9,24.6,1834.9,51.8,1
2920.3,2234.0,5.6,87.1,24.6,3504.1,73.6,1
1524.1,821.3,11.78,67.8,23.5,1573.3,39.5,0
2598.3,1818.9,8.8,82.3,29.2,2472.6,72.6,1
1515.3,961.3,13.76,60.3,23.0,1411.0,45.7,0
1794.6,1320.0,7.26,71.0,31.3,1550.4,54.1,0
3444.1,1990.2,6.78,77.5,32.3,2738.3,66.3,1
2076.1,1144.2,7.52,69.3,23.5,2168.5,40.8,0
2341.3,1453.2,9.6,77.8,26.3,2713.6,63.3,1
2765.5,1737.5,8.89,72.9,27.1,2877.5,56.8,1
2522.2,1740.3,10.86,72.0,30.5,2841.7,61.2,0
2297.8,1385.2,9.99,72.8,33.4,2193.5,59.6,0
2437.2,1557.2,10.73,63.1,20.3,2679.0,68.0,0
3762.2,2724.1,5.66,83.6,25.7,3991.0,74.6,1
2162.5,1092.6,10.25,66.3,25.9,2407.1,47.8,0
2330.7,1619.4,6.81,68.1,21.4,2494.7,68.7,1
2882.9,1971.2,8.02,81.8,25.1,3366.9,69.7,1
2918.6,2038.3,5.12,72.0,28.7,3310.2,72.2,1
2971.6,2457.7,7.73,81.2,25.9,3792.8,69.8,1
2615.2,1436.9,9.37,72.2,20.8,1692.7,54.7,1
1457.0,707.4,14.14,69.5,38.5,1663.1,42.3,0
3261.7,2145.6,6.23,78.4,28.1,3143.7,65.1,1
1454.9,1024.7,11.56,70.9,27.4,1647.8,39.2,0
2396.7,1687.7,8.99,77.0,22.6,2164.8,58.6,1
1709.7,1145.9,10.64,68.2,28.0,1930.7,59.6,0
2158.3,1485.0,8.78,65.8,26.3,2366.3,58.2,0
2413.7,1572.3,9.69,65.0,19.4,2074.5,67.7,0
2408.9,1665.0,7.37,73.7,22.7,2139.3,62.3,0
2474.2,1626.7,7.09,70.1,30.2,2679.4,55.9,1
3248.9,2224.3,8.52,83.9,34.8,3541.9,79.4,1
2494.8,1689.4,9.76,77.2,28.5,2668.9,63.0,1
2041.3,1486.1,9.53,70.3,31.4,2702.8,63.6,0
2826.7,1833.3,10.62,69.3,26.4,2765.8,58.0,1
2973.2,2235.7,6.21,82.0,26.7,3278.3,78.2,1
1402.1,853.6,13.78,59.2,31.4,1291.8,52.4,0
2588.3,1653.2,9.06,69.3,33.7,2098.4,62.7,1
2655.8,1526.6,7.74,66.8,32.2,2964.7,53.8,0
2006.6,1572.0,11.88,71.5,22.7,2804.4,59.2,1
3094.2,1895.6,9.38,81.6,26.7,2451.8,69.2,1
2102.5,1642.4,8.66,72.9,28.1,2599.8,62.2,0
2281.6,1743.3,9.55,71.9,26.0,2649.1,66.3,0
2087.5,1261.5,9.66,61.2,28.6,1994.7,59.7,0
2210.1,1714.3,9.81,76.5,30.3,2520.2,58.3,1
1487.4,1243.7,6.75,64.7,31.0,2169.0,46.4,1
1264.0,1014.7,9.67,66.7,33.7,2013.8,48.8,0
3236.4,1944.4,9.18,74.5,25.7,3051.2,64.5,1
1649.5,887.4,11.3,68.9,21.5,1573.1,51.4,0
1555.6,998.1,11.57,65.1,28.4,1700.4,42.3,0
800.3,463.6,11.24,59.8,34.5,1360.5,44.8,0
1784.7,1345.4,12.73,72.1,25.1,2320.8,63.3,1
1340.0,955.0,13.2,76.0,29.7,1715.6,47.9,0
3267.3,1705.9,8.3,78.1,29.8,2621.6,62.3,1
2856.4,1974.3,6.99,76.2,27.8,3071.5,62.4,1
1752.7,987.6,12.84,65.8,27.0,1593.9,45.3,0
3664.1,2555.4,8.39,80.3,23.3,3940.7,75.5,1
2838.1,1826.5,9.58,70.2,17.9,2460.4,72.9,1
1988.9,1271.9,13.49,66.1,22.6,1966.4,53.4,0
575.4,484.4,11.8,56.4,25.4,1288.9,31.1,0
3689.1,2615.3,3.96,86.9,31.4,3429.3,80.6,1
1296.8,797.7,10.23,58.4,26.6,1025.2,49.9,0
1130.5,665.7,13.17,68.9,24.9,1351.0,42.3,0
2864.7,2132.1,7.27,82.1,23.4,2656.2,78.8,1
3785.8,2527.4,5.29,82.7,29.6,3269.6,82.1,1
3099.8,2367.7,7.33,80.9,32.4,3686.6,68.1,1
2566.5,1686.0,10.53,70.7,31.3,2546.1,58.3,1
2586.6,1853.3,5.76,76.6,29.4,3202.2,66.1,1
2754.7,2160.5,6.0,84.1,21.1,2839.1,60.5,1
2693.3,1681.9,9.92,69.9,25.6,2574.1,63.6,1
2382.8,1746.0,7.75,66.4,34.8,2802.4,52.2,1
2267.7,1247.5,9.12,72.2,31.5,1708.2,59.5,0
2159.3,1464.1,11.04,72.6,20.8,2639.6,62.9,0
1709.9,920.7,9.61,59.5,26.8,1804.1,50.3,0
2017.6,1070.0,10.54,63.0,28.5,1354.7,46.0,0
1099.6,638.6,13.1,57.7,24.0,1286.9,43.0,0
2136.1,870.7,10.87,60.9,17.8,1704.1,43.2,0
1557.4,950.9,12.61,63.8,27.4,1511.6,41.6,0
1482.7,866.0,10.9,63.1,23.8,1138.6,44.2,0
2316.9,1591.6,11.14,69.2,23.9,2573.0,64.0,0
3104.8,2184.4,6.62,75.1,25.6,3893.8,71.2,1
2796.9,1656.8,9.79,72.0,26.5,2454.9,69.8,1
1179.2,586.5,13.92,62.3,27.0,1703.9,45.6,0
1556.7,1129.9,9.82,65.8,23.5,1686.6,55.1,0
2811.5,1953.7,4.59,82.2,26.1,3006.7,57.0,1
1561.4,1085.2,11.47,69.4,20.0,2087.9,48.6,0
2054.0,1584.7,9.17,64.4,28.2,2478.4,53.3,0
2557.5,1953.3,8.51,79.0,15.6,2852.3,65.5,1
1570.6,954.3,11.08,68.5,25.8,1910.7,43.7,0
2268.5,1369.0,9.22,67.8,30.7,2778.7,53.4,1
1332.9,737.6,15.0,55.6,22.8,1512.2,50.2,0
1809.1,1006.8,9.02,66.1,29.9,1603.7,51.7,0
2407.9,1889.9,9.01,75.6,31.6,2805.5,71.5,1
1164.6,750.5,11.32,57.6,13.8,2194.1,34.5,0
2486.3,1698.7,8.13,66.3,26.4,2663.9,62.2,1
2187.2,1523.5,8.81,71.2,15.5,2226.0,64.4,1
2559.1,1874.8,6.76,74.3,26.5,2499.9,74.2,1
2345.5,1451.5,10.41,68.8,27.0,1766.6,47.9,1
3086.7,2166.5,8.96,78.3,17.1,3317.3,68.5,1
2281.4,1642.1,9.55,67.4,34.7,2749.0,67.0,1
1920.9,1272.0,10.39,66.7,28.1,1971.0,52.7,0
2279.5,1827.2,6.67,77.7,23.6,2779.5,58.8,1
2553.1,1426.0,10.43,68.8,32.9,1931.4,47.4,0
2231.8,1600.4,12.23,64.1,19.8,2540.4,54.3,0
2226.4,1756.6,7.84,71.8,22.1,2840.2,52.8,1
1743.7,1006.5,10.66,60.7,17.8,1597.6,49.2,0
1769.1,966.8,10.53,66.9,34.2,2215.6,53.5,0
1288.3,1008.4,10.48,67.6,28.3,1509.3,41.3,0
3337.2,2250.7,2.44,71.3,29.6,3398.4,73.7,1
1391.5,933.4,12.11,69.0,28.2,1921.2,52.6,0
1749.6,1323.3,8.77,63.9,29.3,2131.0,54.8,0
1733.0,948.3,9.03,73.2,27.3,1628.8,38.1,0
2781.7,1526.8,10.4,71.5,28.1,1979.8,60.9,1
2008.3,1151.7,9.06,61.4,27.4,2346.8,51.3,0
3011.0,1634.8,8.36,67.2,24.6,2492.6,59.7,1
1762.2,1132.0,12.95,69.1,26.8,2076.2,47.9,0
2381.3,1747.8,6.33,72.2,28.1,2886.5,63.3,1
1657.0,1100.0,8.58,66.5,27.4,1686.5,53.7,1
3594.3,2104.7,7.51,86.1,21.1,3071.6,83.8,1
1428.1,1249.0,12.04,65.2,21.6,2461.5,54.1,0
2401.4,1678.6,6.34,73.7,31.3,2263.1,70.5,1
2612.0,2094.2,7.76,85.0,25.8,3756.2,71.4,1
2469.0,1587.2,9.92,73.7,29.3,2260.6,59.2,1
2079.6,1145.8,7.61,59.5,22.6,1578.4,52.4,0
2115.6,1218.2,11.63,70.9,21.1,2062.5,45.5,0
2228.5,1523.4,10.6,65.8,23.6,3066.7,60.4,0
2104.4,1067.2,10.53,73.7,26.1,1260.7,38.1,0
2826.5,1902.1,9.75,71.7,24.3,2835.3,60.5,0
3636.8,2312.9,8.03,95.1,32.2,3534.0,74.0,1
1837.6,997.3,11.41,73.2,27.7,1756.7,55.9,0
1309.6,1037.0,10.43,62.4,34.4,1910.8,58.0,0
2142.6,1189.2,9.08,68.1,28.6,1771.0,50.9,1
3876.8,2353.7,6.12,84.5,17.3,3262.3,75.1,1
1677.6,917.9,12.41,69.0,31.2,1602.9,53.1,0
3265.4,2638.3,4.62,86.1,21.0,3458.9,71.5,1
3290.5,2133.9,3.7,84.6,27.9,3154.0,72.4,1
1840.2,1358.7,11.81,69.2,23.9,2081.7,50.5,0
2569.8,1914.7,8.11,74.1,35.6,2752.3,64.9,1
3258.5,2228.4,6.07,77.6,32.8,3381.6,69.0,1
1953.6,1142.3,12.0,71.8,24.0,1381.7,54.0,0
2067.7,1208.7,12.75,70.0,26.5,1942.2,56.0,0
1821.9,1132.0,6.55,68.8,28.0,2610.2,56.6,1
1540.4,1055.4,11.69,70.5,30.5,1493.4,51.9,0
1778.0,1057.6,8.89,56.3,27.1,2207.6,50.9,0
1404.4,945.3,12.2,66.9,22.9,1698.1,58.8,0
2222.2,1452.6,9.74,72.0,24.1,2134.9,48.1,0
1699.5,1226.8,11.35,76.8,27.0,1637.2,63.2,0
2352.0,1239.4,9.6,60.9,31.9,2091.1,51.5,0
1188.7,1108.8,8.03,74.9,28.7,2322.0,54.2,0
2415.1,1510.1,8.66,71.9,23.9,2270.9,56.4,1
2741.8,1554.4,9.78,74.4,29.6,2418.7,54.9,0
904.1,706.9,13.87,71.1,25.5,1686.7,46.2,0
2443.1,1949.2,5.93,79.1,30.6,3038.8,72.8,1
2998.0,1738.7,10.02,76.0,37.1,2201.7,65.4,1
1413.7,828.8,10.92,65.3,25.6,1565.6,42.3,0
3287.2,1889.5,8.46,73.2,30.2,3315.5,87.1,1
2472.4,1554.5,8.41,71.9,24.0,2432.0,66.3,1
1741.7,1326.8,10.3,65.9,26.6,1336.0,60.5,0
2163.8,1584.6,10.4,72.1,27.1,2597.3,57.6,1
2562.9,1588.6,7.2,60.7,26.2,2426.2,56.0,1
2249.4,1138.7,9.71,69.6,36.9,1374.7,49.7,0
2550.2,1823.4,8.44,74.3,25.8,2275.5,70.7,1
1601.6,1067.3,14.6,65.0,29.3,2126.6,44.1,0
2310.1,1419.0,8.38,71.6,19.3,2054.0,50.2,1
1281.1,843.6,14.9,57.1,28.7,1282.2,49.1,0
2127.7,1373.8,12.85,79.7,31.6,2206.5,57.7,0
1612.5,945.6,11.31,64.8,24.9,1488.7,43.1,0
1721.9,1090.2,10.46,66.2,17.0,1892.8,43.9,0
3003.5,2005.3,6.44,72.1,26.8,2945.8,76.2,1
